business_age,annual_turnover,monthly_profit,monthly_expenses,existing_loan_amount,employee_count,credit_score,gst_compliance_score,debt_to_income_ratio,years_with_bank,upi_transaction_volume,loan_approved
9,18580727,733897,574943,7760294,109,612,77,0.71,6,3237299,0
4,22507317,760839,562406,12969891,213,557,80,0.54,6,2931471,0
8,25509628,38027,351353,355217,95,824,76,0.36,12,1650209,0
13,17968397,482706,491075,9148195,156,532,60,0.78,12,3851667,0
18,48555316,87714,435685,12589835,298,639,90,0.77,3,2888141,0
17,49336576,159382,485591,11613327,245,610,75,0.39,5,559272,0
19,38878819,291906,320763,11204056,258,644,85,0.67,3,213028,0
14,8776491,541565,342051,9925553,82,851,94,0.18,8,3102027,1
20,47235850,558774,300414,7735791,189,619,95,0.89,6,694459,0
1,15460965,358279,132990,1771181,28,836,80,0.88,11,956608,0
13,44147111,151352,224305,13291071,170,669,99,1.0,6,1332327,0
12,29273696,56857,245710,7739789,65,664,100,0.63,7,4177766,0
10,36485024,515820,370828,2416110,60,701,66,0.91,8,4693497,0
15,35185605,609717,599107,6317884,182,882,67,0.31,14,3634489,0
4,44766951,454459,512706,3017328,69,900,76,0.39,12,4150383,0
16,31453984,764214,329725,10110920,47,591,64,0.37,3,3709175,0
15,7349844,432747,435160,1397713,67,617,69,0.81,2,1801888,0
6,35819269,187667,527766,7763523,124,867,57,0.6,8,3201148,0
5,12931653,262541,216029,7924585,223,725,53,0.25,3,4628877,0
2,1649529,63411,70136,7500679,245,711,86,0.12,13,1211809,0
10,30802263,300063,265214,14568276,199,641,83,0.39,2,1256817,0
17,47307638,139854,357377,6726898,116,732,96,0.71,6,2401543,0
16,20000142,400638,407613,14411106,125,803,58,0.54,5,1593938,0
16,23107409,69568,423520,6655877,127,885,54,0.3,14,2310779,0
12,39220499,611616,482085,11090942,271,742,94,0.77,3,367475,0
1,44414031,546815,89955,280844,21,800,52,0.25,9,3896672,0
11,26714653,282523,482883,8517583,156,538,97,0.96,10,2939334,0
19,6984864,596651,489890,10228706,195,752,75,0.86,10,2721017,0
4,28010460,153370,113596,11449379,175,899,73,0.3,13,1975049,0
2,1169139,121157,384043,8630157,180,636,91,0.94,11,467843,0
19,13731799,752845,520831,2569002,85,863,78,0.72,5,4263239,0
6,44245583,49961,364287,3971229,184,810,51,0.57,14,3136352,0
14,38130884,507512,551663,1647266,57,883,55,0.19,7,4407035,0
10,46129118,324537,98291,4436004,175,718,79,0.64,3,3131284,0
20,1058370,23722,112563,13527045,29,617,83,0.66,13,189619,0
6,24040074,319237,320604,7722160,277,835,73,0.55,12,743128,0
6,20577041,226586,428405,13808144,39,641,96,0.32,8,938348,0
4,40969058,54174,398425,2009514,92,618,54,0.43,9,995187,0
9,17792979,228085,554188,11215480,197,789,83,0.39,11,1025197,1
16,46058008,320443,348008,12164293,252,840,63,0.93,7,1137538,0
3,46781051,35581,452198,13330780,16,680,55,0.24,11,2129642,0
4,2191412,49587,428994,3038947,187,625,73,0.27,4,3630172,0
13,27878282,132933,326220,12527237,151,538,69,0.57,15,2840198,0
2,12775076,114866,540798,10577130,21,783,59,0.52,11,252164,0
4,9839306,207908,556768,12847904,87,653,74,0.86,9,2670894,0
17,8293485,242084,137731,10849762,115,882,93,0.33,6,3750789,1
20,36929550,621189,331159,7883228,168,588,73,0.81,14,1093987,0
3,16140361,370109,322693,8546837,44,865,99,0.79,3,1536948,0
15,24497803,342307,175586,4639968,237,513,59,0.87,8,2527825,0
19,5934629,361647,293948,322603,55,601,80,0.56,4,2485080,0
3,38820136,742285,124329,14492255,30,713,82,0.85,1,3965194,0
17,23411468,731492,279181,4813999,131,547,67,0.18,10,1631830,0
13,32800130,104963,407902,8727432,37,835,68,0.69,1,2827590,0
12,29867859,684369,205892,4867137,61,830,56,0.92,1,851377,0
5,46907307,259212,163772,6547378,146,684,91,0.22,15,1692477,0
10,19478995,417017,245375,12798004,148,826,64,0.49,8,4169379,0
6,36376426,637586,156472,10117754,10,638,77,0.49,2,92588,0
1,2326616,454639,570588,9343902,110,792,62,0.28,9,4309205,0
4,38388197,550802,412721,8172691,263,711,54,0.8,3,959984,0
12,25823339,367456,263159,6308135,277,682,54,0.76,6,942487,0
1,1670895,615483,26037,9521977,74,542,94,0.86,12,769731,0
18,30236123,32882,83055,6993402,242,813,99,0.84,2,4927791,0
8,40225493,29518,382239,8837862,146,515,92,0.43,8,2984369,0
7,25580281,741659,65727,2559989,216,853,73,0.89,1,4756048,0
18,41302492,307615,245675,1054319,28,845,78,0.31,12,1488280,0
12,5483560,204500,591702,4516589,36,884,69,0.53,5,4971211,0
3,28255967,625162,196997,14720926,56,898,94,0.84,14,3086241,0
16,23344219,501104,128554,1235277,18,683,82,0.71,11,1693366,0
5,26854802,456293,34924,1716623,76,712,89,0.51,7,4275692,0
19,49242038,562539,584756,4255108,135,545,88,0.21,5,888402,0
18,49742362,697583,108714,8239137,35,585,78,0.58,15,638557,0
7,43502522,453470,498806,6220234,151,878,68,0.78,8,4459532,0
18,5884119,375481,299925,4394718,270,734,86,0.98,10,2337823,0
12,1662387,226815,342255,9050618,86,756,89,0.63,8,3214839,0
15,44166957,102001,160233,10119547,39,859,64,0.53,2,4666232,0
12,48554455,776154,308626,7192148,125,881,59,0.81,2,2210428,0
3,8868411,435867,595537,372532,137,827,78,0.24,10,231302,0
20,46545460,482081,12665,13892024,167,641,75,0.92,13,2198589,0
6,25146653,208433,534663,10487537,171,537,63,0.36,9,4657797,0
13,17720848,651928,48896,13469088,119,641,51,0.6,5,1355830,0
6,38136946,463807,200628,6395382,113,636,80,0.64,11,3391082,0
11,14846603,302592,201476,1473122,34,769,76,0.14,12,4213970,0
2,17134765,156751,241596,13612487,141,817,61,0.42,7,4688061,0
14,5992253,40764,169138,7416857,169,750,74,0.15,9,1784419,0
13,28621216,111262,281189,2427957,290,786,62,0.11,5,522550,0
8,47431512,614144,203007,2426892,243,682,78,0.76,11,4416954,0
1,8881882,256094,369572,14975995,136,635,50,0.61,8,4125771,0
16,4539848,571468,380002,5263294,169,781,62,0.63,1,2831880,0
8,6546712,289503,550146,11877610,193,553,89,0.95,3,3666460,0
11,33748684,456467,568096,7774410,222,895,59,0.47,3,2617893,0
14,33642707,196811,554972,14057063,99,656,70,0.25,4,1201299,0
9,34421486,797653,263464,6808698,175,767,69,0.16,1,3735136,0
12,45996966,194161,461599,11466023,287,572,84,0.35,5,3020224,0
10,45572546,274807,466209,10696066,46,586,79,0.89,13,1966734,0
20,47726567,715816,71801,6286731,264,794,90,0.13,7,3000025,1
7,41320884,222888,211255,12398246,2,762,89,0.54,5,4275183,0
11,13610850,461245,10126,10081101,193,562,81,0.46,13,3208672,0
2,19394171,522086,281788,229493,96,897,59,0.59,14,4826069,0
18,33740811,547091,73541,7042975,158,618,71,0.35,4,4532039,0
1,9722695,558625,79693,8396006,52,685,58,0.21,14,1198910,0
1,934920,611248,234451,1812886,75,793,56,0.48,14,180580,0
18,18084759,301673,510934,813169,127,571,82,0.68,14,4055241,0
13,12624006,91297,185201,753233,215,740,59,0.82,1,2409768,0
15,47062580,723974,235148,7287819,125,604,96,0.48,5,2645655,0
1,22273796,149453,540169,2114957,40,726,77,0.37,2,1179089,0
10,24908790,619345,579558,7800129,130,682,50,0.6,2,4411492,0
15,38045702,397239,111437,706863,77,672,76,0.4,1,748011,0
6,16971391,670459,500660,11168348,123,730,70,0.48,9,1993114,0
11,27968384,732560,174140,516420,13,787,86,0.14,1,4234233,1
20,33996293,291866,482780,1206671,128,670,97,0.71,8,1688882,0
13,39296101,71295,215109,4415218,116,520,68,0.96,13,3003498,0
20,10189687,653753,454918,5620696,79,567,86,0.58,5,3173243,0
19,7164745,462876,466950,19740,277,665,88,0.14,12,1492795,0
7,3600987,518343,371095,12176744,35,710,94,0.51,3,3648815,0
17,29255825,661184,408335,2793473,150,891,66,0.87,3,4341109,0
11,45181133,408927,220563,6029719,171,662,62,0.93,8,2061073,0
11,8566170,153009,389557,3300658,288,550,83,0.14,1,1324883,0
1,29716203,314953,225938,344453,207,543,87,0.49,3,2451103,0
4,3483214,796455,593505,10987412,152,656,51,0.11,15,4877345,0
9,32447738,758220,261530,10597591,268,537,98,0.71,4,3600764,0
4,27303503,725843,495181,1252071,41,761,68,0.74,14,3612751,0
10,48524830,170778,391703,12098036,144,669,64,0.81,14,4572788,0
20,29273173,495392,536504,5793276,6,502,85,0.92,8,2444810,0
12,3684723,671525,286484,9487480,138,521,74,0.59,10,1166791,0
8,44012021,551412,61635,9373008,139,763,91,0.4,13,3750264,1
20,1890178,240722,199821,201907,216,854,78,0.77,5,3273543,0
8,31789116,780689,191965,4093630,177,755,64,0.18,1,2851693,0
20,17300963,611383,28735,820857,25,557,83,0.28,12,834803,0
17,36920603,723305,431965,6188532,121,693,99,0.34,2,4683595,0
19,41744412,317380,586479,14022944,7,563,93,0.9,4,1855130,0
8,17350052,367270,140346,13741799,149,720,61,0.86,6,2459081,0
10,13812900,766577,488391,9228857,176,708,78,0.52,4,3057305,0
19,12787620,155420,212597,12856750,143,870,56,0.5,1,2265568,0
1,27329406,728586,443945,10924358,2,620,97,0.98,8,3799933,0
13,9001917,601467,277633,7315689,274,571,63,0.52,12,3880838,0
12,29141148,411881,92383,7343860,281,819,69,0.9,8,275133,0
2,19357137,60705,573460,5001875,294,854,69,0.31,15,2338339,0
20,2423052,196737,193749,13913825,26,743,64,0.82,7,979204,0
7,8310438,530421,160851,8949498,68,739,81,0.38,12,3936317,1
18,34413073,21699,272332,12786047,268,766,70,0.66,2,3576334,0
6,7472571,307248,177434,12343010,205,893,100,0.5,10,2322243,1
6,4839754,269558,56883,13387599,283,817,77,0.41,2,4354222,0
13,9949148,610930,94285,12853792,296,689,92,0.54,7,3824584,0
4,25980485,135145,162620,10498353,276,821,100,0.98,2,2802342,0
20,38040164,238952,65023,6200287,204,883,61,0.81,7,1988355,0
2,7468080,683054,146904,14104473,67,691,85,0.75,12,3491462,0
3,20302767,126281,576465,1362195,5,737,90,0.14,1,4319856,1
1,16447086,288119,437648,5406080,103,659,64,0.11,1,3197805,0
7,37087624,450803,325141,222421,171,886,90,0.52,2,1740828,0
2,43922841,585833,136620,11035469,265,709,66,0.55,6,529085,0
5,34357709,295534,51107,12077915,291,523,57,0.51,1,1729143,0
12,18624530,200010,51683,12241129,49,653,85,0.29,8,434146,0
1,7271225,629321,458088,10489363,213,676,72,0.79,14,60726,0
5,37546349,446788,540282,11960652,100,892,91,0.66,12,1020772,0
2,21118906,224423,407374,1621518,114,711,62,0.28,14,360667,0
2,3598891,794631,100799,1562459,126,568,57,0.91,12,129423,0
10,36326741,269736,331870,14102283,118,548,62,0.37,12,2494728,0
20,10336697,749411,112648,12139391,76,642,82,0.76,6,3124046,0
13,7136038,325344,248744,13375812,105,855,86,0.51,15,1970985,0
12,9775140,201536,489530,9524861,292,813,50,0.17,4,110622,0
19,38578717,413453,26530,10513726,154,521,59,0.48,15,353490,0
2,38715045,241087,76641,2932333,84,891,59,0.66,12,2970167,0
6,22466677,183669,102105,6765533,105,839,51,0.8,6,1710686,0
14,38589413,757467,510964,13227679,149,634,63,0.26,3,4789956,0
20,29140672,469925,527163,13199636,235,501,80,0.15,5,3069912,0
19,9387747,685307,218085,6624097,228,818,51,0.5,7,3881274,0
9,13105565,485475,298349,6967637,207,570,70,0.26,13,1710010,0
3,32440419,645134,435850,341981,119,662,58,0.62,3,3353997,0
11,37093977,494877,127381,2076191,278,703,83,0.43,1,4927185,1
15,14908995,183071,536097,12174933,68,896,61,0.23,15,3444933,0
6,45780812,230988,331318,14191383,199,536,100,0.76,13,2485600,0
12,7754091,331857,333464,2370754,294,506,86,0.52,14,2845169,0
8,1889968,448325,413533,4232304,255,874,65,0.79,13,204514,0
2,28752238,432862,212551,1905032,168,561,82,0.18,3,3704696,0
9,41504031,681926,537251,11983165,115,623,68,0.36,15,3362611,0
18,37341656,38641,463721,2715073,6,719,73,0.5,14,1056945,0
4,2773503,134036,130275,8782222,188,857,97,0.66,5,1554613,0
13,32720100,342238,384474,9832589,177,593,51,0.78,11,2826242,0
5,43441275,399924,572792,1562012,82,532,65,0.23,2,4536690,0
12,42124465,762413,460536,8563754,158,814,90,0.26,1,3704870,1
17,6678166,780406,182496,65041,139,585,78,0.6,15,4741002,0
15,1625331,793916,214849,11809596,156,864,94,0.76,6,525289,0
20,38051869,609390,195405,1760525,71,825,67,0.53,2,4656773,0
20,21296720,520863,391567,7435828,296,852,92,0.29,11,442252,1
6,47567359,680401,160748,6068703,10,834,67,0.67,10,790345,0
9,16186735,254788,38612,7851903,143,850,62,0.56,14,101224,0
4,35971308,721963,322500,2654762,100,627,91,0.78,11,354458,0
7,43890392,121727,184490,12396552,247,708,85,0.62,1,107540,0
10,20929343,694013,587603,14281303,137,718,96,0.74,3,2981249,0
4,12581129,52313,183729,5895545,270,603,83,0.44,1,3335429,0
14,23075508,313109,282858,5753772,178,671,69,0.28,7,1623049,0
15,30956484,177193,119160,7153820,57,551,83,0.8,11,1114421,0
1,10389966,129704,419680,1646330,104,522,74,0.83,7,1505066,0
15,11717147,673490,316706,5092482,244,682,91,0.42,9,4587561,0
9,4633096,578755,584440,991879,264,515,83,0.32,2,480695,0
2,14486163,343871,389734,12140162,247,671,91,0.22,7,3285982,0
2,49371559,526275,143085,4991350,36,648,72,0.9,2,969558,0
5,2387305,425073,465825,4117057,174,588,91,0.75,1,4499354,0
9,35106447,623877,67926,8644369,204,549,69,0.16,6,370944,0
3,29997122,265703,29837,12332557,8,631,55,0.68,3,211442,0
3,16240337,369861,520946,2100845,241,562,63,0.69,2,4528569,0
3,45305976,78733,549605,10132169,251,724,79,0.92,14,4684926,0
6,19326061,424442,66308,14413124,129,704,65,0.29,5,362872,0
14,25452322,356093,129246,11946307,90,737,59,0.7,6,2917349,0
12,38403150,289827,88683,5819813,142,795,66,0.47,8,902578,0
1,16651284,405612,191808,654112,75,896,95,0.29,11,4037387,1
17,20167045,101514,52521,13499016,291,602,95,0.11,10,3695190,0
12,23649866,114431,485861,2683774,206,637,53,0.23,11,4102486,0
12,7354738,778747,575059,2079089,246,738,51,0.94,10,1913852,0
14,41107331,205885,536292,11021712,251,816,98,0.42,4,1648486,1
8,20461546,769096,39849,12632749,36,838,52,0.31,13,575376,0
15,44594412,569000,276297,1789045,241,511,57,0.82,9,845461,0
5,15577840,255339,91289,1184824,69,681,84,0.7,1,127322,0
8,19599639,782917,492254,1979270,63,851,87,0.86,5,712115,0
6,18667871,137964,341815,1451800,1,568,80,0.29,15,1374174,0
3,12080873,38080,236899,12326875,263,551,84,0.97,8,4820435,0
1,4174172,674919,543990,8782041,166,588,51,0.5,7,4135389,0
3,42949764,775185,112785,3622505,271,652,74,0.88,11,3298399,0
19,35111237,626163,20372,1543018,198,571,91,0.28,10,1021594,0
6,10773341,556375,48548,11793634,291,898,95,0.75,9,3556782,0
1,42391795,693912,200985,4866525,248,833,92,0.13,2,4942405,1
20,20914667,22912,285994,11609802,282,541,68,0.18,4,4939809,0
12,36466116,343347,211052,14143879,74,546,72,0.25,10,3444890,0
17,12671174,774211,348083,6740407,264,854,90,0.15,4,1899681,1
3,23488250,24639,458359,3119358,178,832,67,0.31,9,1860828,0
13,37616292,171987,164955,8104206,26,737,85,0.14,2,2710857,1
9,43793843,21993,353606,11657332,41,608,59,0.59,14,905671,0
1,41793879,331249,199348,10890101,72,818,81,0.22,14,966718,1
8,8300417,467742,116880,13184770,225,540,84,0.15,4,3996500,0
5,28631592,624040,291858,3371368,227,677,90,0.89,13,4938742,0
19,35750746,798732,566509,4140926,222,815,82,0.59,5,4124541,0
11,32667965,512955,398073,3619655,224,644,54,0.21,1,4873437,0
16,41691695,503452,103119,6536529,178,601,97,0.72,13,4789539,0
2,27450216,343691,536429,7897243,115,817,79,0.57,6,2977071,0
5,45274018,63513,149280,8264026,159,676,66,0.57,12,2753701,0
5,40707762,700346,262301,7809165,61,605,99,0.27,9,2018096,0
4,44404771,145910,539539,12786009,253,684,85,0.42,6,4740251,0
5,28830053,708143,233812,11605050,105,742,55,0.81,8,388118,0
6,29962790,765430,542825,6695523,167,686,89,0.43,14,1960100,0
16,9571732,119900,391823,4751182,2,816,99,0.57,8,1682872,0
1,25882183,563195,436412,7587623,248,892,71,0.87,15,328467,0
3,17597675,554253,246222,9461176,7,830,68,0.36,14,773006,0
16,35161924,518731,57764,10244310,248,628,79,0.84,1,495326,0
17,16597835,90590,54974,5662616,7,843,97,0.88,6,4525589,0
18,14329028,96600,336354,4254809,105,805,73,0.6,12,4411123,0
18,9756502,385269,430780,14700163,225,822,58,0.85,11,2515850,0
2,29547055,180681,323648,8015933,42,670,66,0.8,1,3885866,0
14,27325916,775436,400035,11648153,138,676,73,0.75,11,2280781,0
11,31672138,219108,119801,9134552,87,740,69,0.31,13,2879894,0
3,22056860,218877,131802,13621656,185,809,88,0.23,3,2821912,1
10,10554119,347610,288395,7543793,229,696,85,0.56,11,3536000,0
1,38183273,398025,541969,3084245,82,803,93,0.4,9,746785,1
18,8851912,253040,344694,13451547,93,645,67,0.13,11,965098,0
18,14127587,759491,22718,2615057,247,703,76,0.97,11,3618959,0
16,908128,692115,444490,7983807,292,588,54,0.77,3,2379673,0
3,45072488,143177,146207,3439084,143,886,88,0.28,11,4901236,1
11,2060333,466103,582524,12905210,138,755,63,0.2,13,4839495,0
2,1591093,606012,78625,10833298,108,627,86,0.37,3,3990164,0
5,10408005,440166,589966,766581,255,612,86,0.81,4,244388,0
1,48398239,650358,583144,8914646,229,729,65,0.21,8,3372570,0
18,48928940,103040,202668,13928943,216,751,79,0.3,11,2593646,0
20,3576989,309875,579255,5716331,259,779,99,0.9,6,2263945,0
11,28989624,748801,296980,1386794,161,610,83,0.47,3,2360491,0
4,30528809,561057,238066,11402595,105,734,75,0.48,13,3742825,0
18,16751942,643323,17342,396549,32,798,53,0.92,7,3674039,0
3,25889273,203790,479446,10563093,102,746,67,0.63,15,3432384,0
8,41188590,169754,300763,3146447,69,521,67,0.77,1,1416038,0
13,5980193,267115,578919,10085507,6,556,96,0.91,8,588501,0
5,10910398,422088,475431,10357538,213,874,99,0.18,9,3028176,1
15,47789506,593543,238803,7289408,84,808,98,0.67,9,491888,0
13,44715811,657673,289750,8991076,267,597,76,0.53,12,558796,0
16,16192130,485280,142695,14514161,171,792,89,0.73,12,2809044,0
7,19309925,349311,116323,12154616,64,760,84,0.86,3,963108,0
2,18620849,99427,432627,13891594,63,818,85,0.54,2,3675146,0
1,10609875,630177,286337,1261021,219,842,83,0.2,8,3951052,1
13,3269338,38029,208496,7675838,192,623,68,0.78,12,680270,0
4,34319338,723485,449512,11543441,17,881,76,0.1,15,4632697,0
9,11343857,779320,311335,12431681,114,777,52,0.38,9,4049568,0
15,38769247,279674,161675,9282483,29,584,91,0.65,8,712603,0
11,38574926,652657,359765,14659516,214,746,55,0.92,10,240831,0
3,22413959,261789,59904,8584726,160,835,65,0.19,11,1346060,0
14,32889865,482354,499927,5739544,94,879,77,0.25,2,1850181,0
18,44265720,144944,599724,6319178,104,583,71,0.11,1,3350897,0
17,12656469,716281,310357,12883066,150,560,92,0.12,6,2734506,0
2,39304221,597477,209753,7293311,197,704,98,0.95,8,3327828,0
13,22724812,311406,18542,10827697,183,865,86,0.99,4,1895630,0
2,45548220,471539,370645,8899790,158,751,57,0.41,15,3863955,0
13,43137680,191714,435454,6126365,154,809,64,0.64,3,4147718,0
14,43835257,184103,442969,8615580,247,578,57,0.91,5,2207508,0
18,10576976,468506,39645,8534938,117,849,59,0.45,14,2558591,0
19,30016081,710651,420848,5114356,67,604,77,0.82,5,4239681,0
17,39239222,645265,537111,4298884,162,738,67,0.12,15,3763638,0
17,44199989,157951,344308,7207857,96,536,93,0.3,5,2332684,0
18,16743688,290611,35592,12166707,99,884,80,0.84,9,805557,0
5,17247443,787875,263398,6561873,25,798,62,0.12,3,689900,0
18,24714848,115265,151163,11811486,65,648,67,0.22,7,4775655,0
8,44634013,779150,56320,6466003,126,547,85,0.76,11,1739310,0
19,11526195,422392,343875,930636,262,613,90,0.49,9,3060647,0
4,31799061,556695,558831,36691,282,773,84,0.3,9,1025263,1
16,39356342,652774,25995,1242068,104,752,53,0.99,3,3729559,0
9,16777326,379853,397217,1830501,190,503,89,0.55,1,798543,0
18,18139924,773511,62691,3548112,212,559,75,0.94,7,2156591,0
4,18080126,63777,460199,202144,42,851,65,0.9,10,4036380,0
6,25163587,786058,228549,8679452,150,589,79,0.32,11,1858302,0
13,22442326,485868,382479,4094998,291,569,68,0.18,9,692667,0
6,47024639,191940,275810,10582931,101,603,83,0.81,15,2334999,0
8,13234310,340952,406091,5671040,49,679,84,0.78,10,768416,0
2,40544020,150480,12249,9340024,233,895,70,0.26,10,313890,0
16,5974330,670248,519289,10184606,131,664,72,0.79,6,3007732,0
20,18160334,335550,68035,10301986,185,634,62,0.88,3,1274261,0
18,36792771,504438,526856,2921380,247,707,96,0.96,7,1081851,0
16,37264242,777624,210258,5081527,280,658,94,0.93,2,2595965,0
20,45148991,514838,42566,12115737,282,890,70,0.36,8,1953259,0
12,30837424,97984,324138,13432009,134,838,80,0.95,3,2743291,0
2,30046578,406511,292601,125745,95,580,72,0.44,8,4836941,0
6,40941068,314628,402337,10321651,157,627,92,0.34,3,1485554,0
13,34192902,320370,65746,6290214,40,783,98,0.11,13,793588,1
2,46847696,311350,140022,13701156,235,555,72,0.54,12,788415,0
15,8236492,517623,592345,1579926,270,725,84,0.81,5,241643,0
17,3508082,439055,372432,7890550,29,719,55,0.53,14,3141751,0
4,38418752,294796,279012,6681038,143,707,89,0.28,12,318809,1
14,21837024,423557,549064,409783,188,896,59,0.76,5,64164,0
4,33245579,764690,256127,4125434,291,726,50,0.66,10,3174430,0
20,44601934,158154,579545,10636485,186,760,59,0.11,7,4695610,0
10,37776492,201703,91023,14470642,211,818,69,0.43,2,4440097,0
